episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
95,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.816698,-0.728748,1.0,,0.816698,-0.728748,1.0,0.0,,,,,,,0.9083488881587982,0.7406877428293228,1.0,,,,,
95,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.608892,-0.89044,0.593513,-0.834033,-0.608892,-0.89044,0.593513,-0.834033,,,,,,,,,,0.19555377960205078,0.05478009581565857,192,0.08298340439796448,
95,4,verifier,verify_answer,verify_answer,0.6733,1,,0.04389,,,,0.04389,0.0,0.0,0.0,,,,,,,,,,,,,,0.521944884210825
96,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.92558,-0.830391,0.861254,-0.445537,0.92558,-0.830391,0.861254,-0.445537,0.9627901911735535,6,0.9306269288063049,0.2772315591573715,,,,,,,,,,
96,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.968535,-0.731095,0.893802,,0.968535,-0.731095,0.893802,0.0,,,,,,,0.9842675030231476,0.7403357923030853,0.9469008147716522,,,,,
96,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.678981,-1.0,0.340279,-0.814183,-0.678981,-1.0,0.340279,-0.814183,,,,,,,,,,0.16050928831100464,0.0,177,0.0929083526134491,
96,4,verifier,verify_answer,verify_answer,0.5411,1,,-0.089505,,,,-0.089505,0.0,0.0,0.0,,,,,,,,,,,,,,0.4552477300167084
97,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.921641,0.852566,-0.334851,1.0,-0.921641,0.852566,-0.334851,1.0,5,0.9262831807136536,0.3325743079185486,,,,,,,,,,
97,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.633846,-1.0,1.0,,0.633846,-1.0,1.0,0.0,,,,,,,0.8169228434562683,0.7,1.0,,,,,
97,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.263891,-0.73938,-6.5e-05,-0.80076,-0.263891,-0.73938,-6.5e-05,-0.80076,,,,,,,,,,0.3680543005466461,0.13031005859375,152,0.0996198058128357,
97,4,verifier,verify_answer,verify_answer,0.6151,1,,0.206582,,,,0.206582,0.0,0.0,0.0,,,,,,,,,,,,,,0.6032911911606789
98,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.856605,0.831187,0.078746,1.0,-0.856605,0.831187,0.078746,1.0,6,0.9155934453010559,0.5393727645277977,,,,,,,,,,
98,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.972638,-1.0,1.0,,0.972638,-1.0,1.0,0.0,,,,,,,0.9863190948963165,0.7,1.0,,,,,
98,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.502525,-1.0,0.324246,-0.780915,-0.502525,-1.0,0.324246,-0.780915,,,,,,,,,,0.24873751401901245,0.0,181,0.10954251885414124,
98,4,verifier,verify_answer,verify_answer,0.8366,1,,-0.200273,,,,-0.200273,0.0,0.0,0.0,,,,,,,,,,,,,,0.3998633176088333
99,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.756355,-0.614521,0.855277,0.196917,0.756355,-0.614521,0.855277,0.196917,0.8781777322292328,7,0.9276386201381683,0.5984584465622902,,,,,,,,,,
99,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.805372,-0.645258,0.888389,,0.805372,-0.645258,0.888389,0.0,,,,,,,0.9026861190795898,0.7532112628221511,0.9441946446895599,,,,,
99,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.446241,-0.879436,0.172,-0.821502,-0.446241,-0.879436,0.172,-0.821502,,,,,,,,,,0.27687935531139374,0.06028187274932861,163,0.0892488956451416,
99,4,verifier,verify_answer,verify_answer,0.8658,1,,-0.043384,,,,-0.043384,0.0,0.0,0.0,,,,,,,,,,,,,,0.4783078357577324
100,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.929946,-0.724925,1.0,0.482001,0.929946,-0.724925,1.0,0.482001,0.9649730920791626,7,1.0,0.7410004884004593,,,,,,,,,,
100,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.453237,-0.85522,1.0,,0.453237,-0.85522,1.0,0.0,,,,,,,0.7266183793544769,0.7217170149087906,1.0,,,,,
100,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.222847,-1.0,-0.268538,-0.791952,-0.222847,-1.0,-0.268538,-0.791952,,,,,,,,,,0.3885763958096504,0.0,133,0.1040240228176117,
100,4,verifier,verify_answer,verify_answer,0.6753,1,,0.123852,,,,0.123852,0.0,0.0,0.0,,,,,,,,,,,,,,0.5619257986545563
101,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.937821,-0.655273,1.0,0.609638,0.937821,-0.655273,1.0,0.609638,0.9689105153083801,7,1.0,0.8048190474510193,,,,,,,,,,
101,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.75405,-1.0,1.0,,0.75405,-1.0,1.0,0.0,,,,,,,0.8770252168178558,0.7,1.0,,,,,
101,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.550327,-1.0,-0.237277,-0.402894,-0.550327,-1.0,-0.237277,-0.402894,,,,,,,,,,0.22483643889427185,0.0,179,0.29855312407016754,
101,4,verifier,verify_answer,verify_answer,0.7076,1,,0.4798,,,,0.4798,0.0,0.0,0.0,,,,,,,,,,,,,,0.7398998439311981
102,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.927279,-0.777205,1.0,0.544782,0.927279,-0.777205,1.0,0.544782,0.9636396765708923,6,1.0,0.7723911106586456,,,,,,,,,,
102,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.838773,-0.883741,0.973661,,0.838773,-0.883741,0.973661,0.0,,,,,,,0.9193862974643707,0.7174388825893402,0.9868302941322327,,,,,
102,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.359816,-0.818011,0.077218,-1.0,-0.359816,-0.818011,0.077218,-1.0,,,,,,,,,,0.3200921267271042,0.09099432826042175,132,0.0,
102,4,verifier,verify_answer,verify_answer,0.7013,1,,0.060608,,,,0.060608,0.0,0.0,0.0,,,,,,,,,,,,,,0.5303040761500597
103,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.642125,-0.397503,0.835477,0.571342,0.642125,-0.397503,0.835477,0.571342,0.8210624754428864,9,0.9177384078502655,0.7856707572937012,,,,,,,,,,
103,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.507835,-1.0,0.957973,,0.507835,-1.0,0.957973,0.0,,,,,,,0.7539174556732178,0.7,0.9789867401123047,,,,,
103,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.232338,-0.922578,-0.560398,-1.0,-0.232338,-0.922578,-0.560398,-1.0,,,,,,,,,,0.38383079320192337,0.03871092200279236,128,0.0,
103,4,verifier,verify_answer,verify_answer,0.4366,1,,0.272695,,,,0.272695,0.0,0.0,0.0,,,,,,,,,,,,,,0.6363476365804672
104,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.863178,-0.440162,0.848383,0.637101,0.863178,-0.440162,0.848383,0.637101,0.9315888583660126,9,0.9241913855075836,0.8185502886772156,,,,,,,,,,
104,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.448226,-1.0,1.0,,0.448226,-1.0,1.0,0.0,,,,,,,0.724112942814827,0.7,1.0,,,,,
104,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.415269,-1.0,-0.134121,-0.844174,-0.415269,-1.0,-0.134121,-0.844174,,,,,,,,,,0.2923656702041626,0.0,137,0.077912837266922,
104,4,verifier,verify_answer,verify_answer,0.643,1,,0.393377,,,,0.393377,0.0,0.0,0.0,,,,,,,,,,,,,,0.6966885030269623
105,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.92567,-0.056403,0.775393,0.695939,0.92567,-0.056403,0.775393,0.695939,0.9628349542617798,12,0.8876965045928955,0.8479695618152618,,,,,,,,,,
105,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.501422,-0.630316,1.0,,0.501422,-0.630316,1.0,0.0,,,,,,,0.7507112324237823,0.7554525434970856,1.0,,,,,
105,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.418902,-0.901097,-0.172795,-0.899785,-0.418902,-0.901097,-0.172795,-0.899785,,,,,,,,,,0.2905488908290863,0.049451619386672974,128,0.050107330083847046,
105,4,verifier,verify_answer,verify_answer,0.8153,1,,0.328841,,,,0.328841,0.0,0.0,0.0,,,,,,,,,,,,,,0.6644206196069717
106,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,0.039238,0.883907,0.694178,1.0,0.039238,0.883907,0.694178,1.0,12,0.9419534504413605,0.8470891714096069,,,,,,,,,,
106,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.672008,-0.812869,0.737405,,0.672008,-0.812869,0.737405,0.0,,,,,,,0.836003988981247,0.7280696660280227,0.8687025308609009,,,,,
106,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.003348,-0.750363,-0.152914,-0.898732,-0.003348,-0.750363,-0.152914,-0.898732,,,,,,,,,,0.4983260636217892,0.12481841444969177,129,0.050634145736694336,
106,4,verifier,verify_answer,verify_answer,0.5799,1,,0.344382,,,,0.344382,0.0,0.0,0.0,,,,,,,,,,,,,,0.6721907705068588
107,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.457609,0.975703,0.788707,1.0,-0.457609,0.975703,0.788707,1.0,9,0.9878513216972351,0.8943532705307007,,,,,,,,,,
107,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.159623,-1.0,0.810459,,0.159623,-1.0,0.810459,0.0,,,,,,,0.5798115879297256,0.7,0.9052296876907349,,,,,
107,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.186992,-1.0,-0.661086,-0.986617,-0.186992,-1.0,-0.661086,-0.986617,,,,,,,,,,0.4065040498971939,0.0,128,0.006691426038742065,
107,4,verifier,verify_answer,verify_answer,0.7886,1,,0.303738,,,,0.303738,0.0,0.0,0.0,,,,,,,,,,,,,,0.6518688499927521
108,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.339969,1.0,0.681549,1.0,-0.339969,1.0,0.681549,1.0,9,1.0,0.8407746255397797,,,,,,,,,,
108,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.407231,-0.765707,1.0,,0.407231,-0.765707,1.0,0.0,,,,,,,0.703615352511406,0.7351439028978347,1.0,,,,,
108,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.145122,-0.863118,-0.593624,-0.640927,-0.145122,-0.863118,-0.593624,-0.640927,,,,,,,,,,0.4274388551712036,0.06844091415405273,128,0.1795366406440735,
108,4,verifier,verify_answer,verify_answer,0.6646,1,,0.283739,,,,0.283739,0.0,0.0,0.0,,,,,,,,,,,,,,0.641869306564331
109,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.639028,-0.156281,1.0,0.723665,0.639028,-0.156281,1.0,0.723665,0.8195139467716217,11,1.0,0.8618324100971222,,,,,,,,,,
109,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.51084,-1.0,1.0,,0.51084,-1.0,1.0,0.0,,,,,,,0.7554201483726501,0.7,1.0,,,,,
109,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.037922,-0.824583,-0.333031,-0.97924,-0.037922,-0.824583,-0.333031,-0.97924,,,,,,,,,,0.48103875666856766,0.08770838379859924,128,0.010379880666732788,
109,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.251677,,,,0.251677,0.0,0.0,0.0,,,,,,,,,,,,,,0.6258384138345718
109,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.105855,,,,0.105855,0.0,0.0,0.0,,,,,,,,,,,,,,0.5529276430606842
109,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.11616,-0.864271,-0.376863,-0.725797,0.11616,-0.864271,-0.376863,-0.725797,,,,,,,,,,0.5580799616873264,0.06786453723907471,131,0.1371016502380371,
109,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.633073,,,,0.633073,0.0,0.0,0.0,,,,,,,,,,,,,,0.8165364861488342
109,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.100872,,,,0.100872,0.0,0.0,0.0,,,,,,,,,,,,,,0.55043575912714
109,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.008749,-1.0,-0.49406,-0.549243,0.008749,-1.0,-0.49406,-0.549243,,,,,,,,,,0.504374299198389,0.0,139,0.2253783941268921,
109,10,verifier,verify_answer,verify_answer,-0.1343,1,,0.670494,,,,0.670494,0.0,0.0,0.0,,,,,,,,,,,,,,0.8352472186088562
110,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.449947,0.753787,1.0,1.0,-0.449947,0.753787,1.0,1.0,9,0.8768936693668365,1.0,,,,,,,,,,
110,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.867965,-0.828494,1.0,,0.867965,-0.828494,1.0,0.0,,,,,,,0.9339825212955475,0.7257259607315063,1.0,,,,,
110,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.071164,-1.0,-0.403882,-0.693486,0.071164,-1.0,-0.403882,-0.693486,,,,,,,,,,0.5355821438133717,0.0,133,0.15325704216957092,
110,4,verifier,verify_answer,verify_answer,0.5996,1,,0.042124,,,,0.042124,0.0,0.0,0.0,,,,,,,,,,,,,,0.5210622493177652
111,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.613142,-0.683254,1.0,1.0,0.613142,-0.683254,1.0,1.0,0.8065711259841919,7,1.0,1.0,,,,,,,,,,
111,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.741627,-0.90128,0.85847,,0.741627,-0.90128,0.85847,0.0,,,,,,,0.870813399553299,0.7148079395294189,0.9292350709438324,,,,,
111,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.121148,-1.0,-0.68439,-0.529954,-0.121148,-1.0,-0.68439,-0.529954,,,,,,,,,,0.43942615389823914,0.0,128,0.2350231111049652,
111,4,verifier,verify_answer,verify_answer,0.5797,1,,0.700447,,,,0.700447,0.0,0.0,0.0,,,,,,,,,,,,,,0.8502234518527985
112,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.446493,0.915965,0.84991,1.0,-0.446493,0.915965,0.84991,1.0,9,0.9579824507236481,0.9249548017978668,,,,,,,,,,
112,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.732763,-1.0,0.939639,,0.732763,-1.0,0.939639,0.0,,,,,,,0.8663815557956696,0.7,0.9698193073272705,,,,,
112,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.188078,-1.0,-0.819913,-0.590298,-0.188078,-1.0,-0.819913,-0.590298,,,,,,,,,,0.4059610068798065,0.0,128,0.20485106110572815,
112,4,verifier,verify_answer,verify_answer,0.7716,1,,0.557508,,,,0.557508,0.0,0.0,0.0,,,,,,,,,,,,,,0.7787541747093201
113,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.404771,1.0,0.907166,1.0,-0.404771,1.0,0.907166,1.0,9,1.0,0.9535832405090332,,,,,,,,,,
113,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.852178,-0.879336,1.0,,0.852178,-0.879336,1.0,0.0,,,,,,,0.9260890781879425,0.7180996000766754,1.0,,,,,
113,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.465189,-0.9603,-0.709982,-0.806091,-0.465189,-0.9603,-0.709982,-0.806091,,,,,,,,,,0.2674056440591812,0.019849807024002075,128,0.09695470333099365,
113,4,verifier,verify_answer,verify_answer,0.5209,1,,0.034824,,,,0.034824,0.0,0.0,0.0,,,,,,,,,,,,,,0.5174118541181087
114,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.326193,1.0,0.998456,1.0,-0.326193,1.0,0.998456,1.0,10,1.0,0.9992281496524811,,,,,,,,,,
114,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.567096,-0.955573,0.961523,,0.567096,-0.955573,0.961523,0.0,,,,,,,0.78354811668396,0.7066641002893448,0.9807612597942352,,,,,
114,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.121626,-0.883113,-0.84969,-0.452987,-0.121626,-0.883113,-0.84969,-0.452987,,,,,,,,,,0.43918682262301445,0.05844339728355408,128,0.2735065072774887,
114,4,verifier,verify_answer,verify_answer,0.6886,1,,0.590839,,,,0.590839,0.0,0.0,0.0,,,,,,,,,,,,,,0.7954193353652954
115,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.977823,-0.15236,1.0,0.895717,0.977823,-0.15236,1.0,0.895717,0.9889113306999207,11,1.0,0.9478585124015808,,,,,,,,,,
115,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.971279,-0.977963,1.0,,0.971279,-0.977963,1.0,0.0,,,,,,,0.9856394827365875,0.70330550968647,1.0,,,,,
115,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.097978,-1.0,-0.347205,-0.427849,-0.097978,-1.0,-0.347205,-0.427849,,,,,,,,,,0.45101115107536316,0.0,165,0.28607527911663055,
115,4,verifier,verify_answer,verify_answer,0.713,1,,0.65967,,,,0.65967,0.0,0.0,0.0,,,,,,,,,,,,,,0.8298352360725403
116,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.934835,-0.211218,0.657054,0.860714,0.934835,-0.211218,0.657054,0.860714,0.9674175381660461,10,0.8285270035266876,0.9303572475910187,,,,,,,,,,
116,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.728594,-0.872371,0.746943,,0.728594,-0.872371,0.746943,0.0,,,,,,,0.8642969727516174,0.7191443026065826,0.8734716176986694,,,,,
116,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.342766,-0.996464,-0.544115,-0.793516,-0.342766,-0.996464,-0.544115,-0.793516,,,,,,,,,,0.3286171853542328,0.0017682015895843506,128,0.10324186086654663,
116,4,verifier,verify_answer,verify_answer,0.8037,1,,0.363681,,,,0.363681,0.0,0.0,0.0,,,,,,,,,,,,,,0.6818402856588364
117,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.83506,-0.465414,0.703904,0.712227,0.83506,-0.465414,0.703904,0.712227,0.917529821395874,9,0.8519518971443176,0.8561136424541473,,,,,,,,,,
117,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.711507,-0.886985,0.711314,,0.711507,-0.886985,0.711314,0.0,,,,,,,0.8557536900043488,0.7169521957635879,0.8556570410728455,,,,,
117,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.474406,-1.0,-0.368919,-0.369213,-0.474406,-1.0,-0.368919,-0.369213,,,,,,,,,,0.2627970576286316,0.0,169,0.3153935968875885,
117,4,verifier,verify_answer,verify_answer,0.6044,1,,0.782773,,,,0.782773,0.0,0.0,0.0,,,,,,,,,,,,,,0.8913865387439728
118,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.794578,-0.618667,0.958122,0.582928,0.794578,-0.618667,0.958122,0.582928,0.8972889482975006,7,0.9790611267089844,0.7914641499519348,,,,,,,,,,
118,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,-0.095814,-0.890267,0.61829,,-0.095814,-0.890267,0.61829,0.0,,,,,,,0.4520927779376507,0.7164599925279617,0.8091448247432709,,,,,
118,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.589825,-1.0,-0.151932,-0.630847,-0.589825,-1.0,-0.151932,-0.630847,,,,,,,,,,0.2050873339176178,0.0,161,0.1845766007900238,
118,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,-0.399143,,,,-0.399143,0.0,0.0,0.0,,,,,,,,,,,,,,0.3004285842180252
118,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_more_retrieval,-0.07,0,retriever,-0.418338,,,,-0.418338,0.0,0.0,0.0,,,,,,,,,,,,,,0.29083117842674255
118,6,retriever,retrieve_more,retrieve_more,-0.02,0,grader,0.65074,-0.82529,0.971644,0.796821,0.65074,-0.82529,0.971644,0.796821,0.825370192527771,6,0.9858217537403107,0.89841029047966,,,,,,,,,,
118,7,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.605832,-0.705671,0.333641,,0.605832,-0.705671,0.333641,0.0,,,,,,,0.8029157817363739,0.7441494196653365,0.6668204516172409,,,,,
118,8,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.221559,-0.735443,-0.394453,-0.409643,-0.221559,-0.735443,-0.394453,-0.409643,,,,,,,,,,0.3892207071185112,0.13227835297584534,163,0.2951784282922745,
118,9,verifier,verify_answer,verify_answer,0.5894,1,,0.653266,,,,0.653266,0.0,0.0,0.0,,,,,,,,,,,,,,0.8266330063343048
119,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.604513,1.0,0.971836,1.0,-0.604513,1.0,0.971836,1.0,7,1.0,0.9859179258346558,,,,,,,,,,
119,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.81851,-0.846204,1.0,,0.81851,-0.846204,1.0,0.0,,,,,,,0.909255176782608,0.723069393634796,1.0,,,,,
119,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.631518,-1.0,-0.49274,-0.543893,-0.631518,-1.0,-0.49274,-0.543893,,,,,,,,,,0.18424102663993835,0.0,139,0.2280532717704773,
119,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.349747,,,,0.349747,0.0,0.0,0.0,,,,,,,,,,,,,,0.6748733073472977
119,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.273796,,,,0.273796,0.0,0.0,0.0,,,,,,,,,,,,,,0.6368981003761292
119,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,-0.676397,-1.0,-0.514957,-0.534263,-0.676397,-1.0,-0.514957,-0.534263,,,,,,,,,,0.16180133819580078,0.0,139,0.23286840319633484,
119,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.622123,,,,0.622123,0.0,0.0,0.0,,,,,,,,,,,,,,0.8110615909099579
119,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.642971,,,,0.642971,0.0,0.0,0.0,,,,,,,,,,,,,,0.8214857280254364
119,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,-0.631204,-0.99841,-0.334585,-0.190116,-0.631204,-0.99841,-0.334585,-0.190116,,,,,,,,,,0.18439802527427673,0.0007947683334350586,192,0.4049421474337578,
119,10,verifier,verify_answer,verify_answer,0.2304,1,,0.679183,,,,0.679183,0.0,0.0,0.0,,,,,,,,,,,,,,0.8395917415618896
120,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,1.0,-0.464511,0.96313,0.993952,1.0,-0.464511,0.96313,0.993952,1.0,9,0.9815651774406433,0.9969761371612549,,,,,,,,,,
120,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.398859,-1.0,0.778265,,0.398859,-1.0,0.778265,0.0,,,,,,,0.6994294673204422,0.7,0.8891325294971466,,,,,
120,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.269492,-0.68465,-0.378717,-0.485625,-0.269492,-0.68465,-0.378717,-0.485625,,,,,,,,,,0.36525382101535797,0.15767478942871094,156,0.25718747079372406,
120,4,verifier,verify_answer,verify_answer,0.7944,1,,0.617652,,,,0.617652,0.0,0.0,0.0,,,,,,,,,,,,,,0.8088259100914001
